claim_id;activity_instance;activity;Inicio;Fin;resource;result;type;value;agent;.order
24;10290;Franchise?;05-02-2008;05-02-2008;Assistant 7;By client;NA;NA;NA;5197
24;10291;Covered?;07-02-2008;07-02-2008;Assistant 7;NOK;NA;NA;NA;5198
24;10292;Acceptance Decision;12-02-2008;12-02-2008;Manager 2;NA;NA;NA;NA;5199
24;10293;Reject Claim;15-02-2008;15-02-2008;Manager 2;NA;NA;NA;NA;5200
25;10294;Accident;25-01-2008;25-01-2008;Client x;NA;NA;NA;NA;5201
25;10295;File Claim;02-02-2008;02-02-2008;Client x;NA;Health;800;Agent G;5202
25;10296;Check Contract;05-02-2008;06-02-2008;Assistant 7;OK;NA;NA;NA;5203
25;10297;Franchise?;06-02-2008;06-02-2008;Assistant 7;By client;NA;NA;NA;5204
25;10298;Covered?;08-02-2008;08-02-2008;Assistant 7;OK;NA;NA;NA;5205
25;10299;Acceptance Decision;13-02-2008;13-02-2008;Manager 2;NA;NA;NA;NA;5206
25;10300;Start Investigation;25-02-2008;25-02-2008;Assistant 7;NA;NA;NA;NA;5207
25;10301;Appoint Lawyer;06-03-2008;06-03-2008;Manager 2;NA;NA;NA;NA;5208
25;10302;Appoint Expert;06-03-2008;06-03-2008;Manager 2;NA;NA;NA;NA;5209
25;10303;Receive Conclusion Expert;26-03-2008;26-03-2008;Assistant 7;NA;NA;NA;NA;5210
25;10304;Receive Conclusion Lawyer;05-04-2008;05-04-2008;Assistant 7;NA;NA;NA;NA;5211
25;10305;Pay Back Decision;15-04-2008;16-04-2008;Manager 2;NA;NA;NA;NA;5212
25;10306;Pay Claim;31-05-2008;31-05-2008;Assistant 7;NA;NA;NA;NA;5213
26;10307;Accident;26-01-2008;26-01-2008;Client x;NA;NA;NA;NA;5214
26;10308;File Claim;03-02-2008;03-02-2008;Client x;NA;Car;675;Agent A;5215
26;10309;Check Contract;06-02-2008;07-02-2008;Assistant 7;OK;NA;NA;NA;5216
26;10310;Franchise?;07-02-2008;07-02-2008;Assistant 7;By client;NA;NA;NA;5217
26;10311;Covered?;09-02-2008;09-02-2008;Assistant 7;OK;NA;NA;NA;5218
26;10312;Acceptance Decision;14-02-2008;14-02-2008;Manager 2;NA;NA;NA;NA;5219
26;10313;Start Investigation;26-02-2008;26-02-2008;Assistant 7;NA;NA;NA;NA;5220
26;10314;Appoint Lawyer;07-03-2008;07-03-2008;Manager 2;NA;NA;NA;NA;5221
26;10315;Appoint Expert;07-03-2008;07-03-2008;Manager 2;NA;NA;NA;NA;5222
26;10316;Receive Conclusion Expert;27-03-2008;27-03-2008;Assistant 7;NA;NA;NA;NA;5223
26;10317;Receive Conclusion Lawyer;06-04-2008;06-04-2008;Assistant 7;NA;NA;NA;NA;5224
26;10318;Pay Back Decision;16-04-2008;17-04-2008;Manager 2;NA;NA;NA;NA;5225
26;10319;Pay Claim;01-06-2008;01-06-2008;Assistant 7;NA;NA;NA;NA;5226
27;10320;Accident;27-01-2008;27-01-2008;Client x;NA;NA;NA;NA;5227
27;10321;File Claim;04-02-2008;04-02-2008;Client x;NA;Health;850;Agent H;5228
27;10322;Check Contract;07-02-2008;08-02-2008;Assistant 7;OK;NA;NA;NA;5229
27;10323;Franchise?;08-02-2008;08-02-2008;Assistant 7;By client;NA;NA;NA;5230
27;10324;Covered?;10-02-2008;10-02-2008;Assistant 7;OK;NA;NA;NA;5231
27;10325;Acceptance Decision;15-02-2008;15-02-2008;Manager 2;NA;NA;NA;NA;5232
27;10326;Start Investigation;27-02-2008;27-02-2008;Assistant 7;NA;NA;NA;NA;5233
27;10327;Appoint Lawyer;08-03-2008;08-03-2008;Manager 2;NA;NA;NA;NA;5234
27;10328;Appoint Expert;08-03-2008;08-03-2008;Manager 2;NA;NA;NA;NA;5235
27;10329;Receive Conclusion Expert;28-03-2008;28-03-2008;Assistant 7;NA;NA;NA;NA;5236
27;10330;Receive Conclusion Lawyer;07-04-2008;07-04-2008;Assistant 7;NA;NA;NA;NA;5237
27;10331;Pay Back Decision;17-04-2008;18-04-2008;Manager 2;NA;NA;NA;NA;5238
27;10332;Pay Claim;02-06-2008;02-06-2008;Assistant 7;NA;NA;NA;NA;5239
28;10333;Accident;28-01-2008;28-01-2008;Client x;NA;NA;NA;NA;5240
28;10334;File Claim;05-02-2008;05-02-2008;Client x;NA;Car;680;Agent B;5241
28;10335;Check Contract;08-02-2008;09-02-2008;Assistant 7;OK;NA;NA;NA;5242
28;10336;Franchise?;09-02-2008;09-02-2008;Assistant 7;By client;NA;NA;NA;5243
28;10337;Covered?;11-02-2008;11-02-2008;Assistant 7;OK;NA;NA;NA;5244
28;10338;Acceptance Decision;16-02-2008;16-02-2008;Manager 2;NA;NA;NA;NA;5245
28;10339;Start Investigation;28-02-2008;28-02-2008;Assistant 7;NA;NA;NA;NA;5246
28;10340;Appoint Lawyer;09-03-2008;09-03-2008;Manager 2;NA;NA;NA;NA;5247
28;10341;Appoint Expert;09-03-2008;09-03-2008;Manager 2;NA;NA;NA;NA;5248
28;10342;Receive Conclusion Expert;29-03-2008;29-03-2008;Assistant 7;NA;NA;NA;NA;5249
28;10343;Receive Conclusion Lawyer;08-04-2008;08-04-2008;Assistant 7;NA;NA;NA;NA;5250
28;10344;Pay Back Decision;18-04-2008;19-04-2008;Manager 2;NA;NA;NA;NA;5251
28;10345;Pay Claim;03-06-2008;03-06-2008;Assistant 7;NA;NA;NA;NA;5252
29;10346;Accident;29-01-2008;29-01-2008;Client x;NA;NA;NA;NA;5253
29;10347;File Claim;06-02-2008;06-02-2008;Client x;NA;Car;685;Agent C;5254
29;10348;Check Contract;09-02-2008;10-02-2008;Assistant 7;OK;NA;NA;NA;5255
29;10349;Franchise?;10-02-2008;10-02-2008;Assistant 7;By client;NA;NA;NA;5256
29;10350;Covered?;12-02-2008;12-02-2008;Assistant 7;OK;NA;NA;NA;5257
29;10351;Acceptance Decision;17-02-2008;17-02-2008;Manager 2;NA;NA;NA;NA;5258
29;10352;Start Investigation;01-03-2008;01-03-2008;Assistant 7;NA;NA;NA;NA;5259
29;10353;Appoint Lawyer;10-03-2008;10-03-2008;Manager 2;NA;NA;NA;NA;5260
29;10354;Appoint Expert;10-03-2008;10-03-2008;Manager 2;NA;NA;NA;NA;5261
29;10355;Receive Conclusion Expert;30-03-2008;30-03-2008;Assistant 7;NA;NA;NA;NA;5262
29;10356;Receive Conclusion Lawyer;09-04-2008;09-04-2008;Assistant 7;NA;NA;NA;NA;5263
29;10357;Pay Back Decision;19-04-2008;20-04-2008;Manager 2;NA;NA;NA;NA;5264
29;10358;Pay Claim;04-06-2008;04-06-2008;Assistant 7;NA;NA;NA;NA;5265
30;10359;Accident;30-01-2008;30-01-2008;Client x;NA;NA;NA;NA;5266
30;10360;File Claim;07-02-2008;07-02-2008;Client x;NA;House;950;Agent A;5267
30;10361;Check Contract;10-02-2008;11-02-2008;Assistant 7;OK;NA;NA;NA;5268
30;10362;Franchise?;11-02-2008;11-02-2008;Assistant 7;By client;NA;NA;NA;5269
30;10363;Covered?;13-02-2008;13-02-2008;Assistant 7;OK;NA;NA;NA;5270
30;10364;Acceptance Decision;18-02-2008;18-02-2008;Manager 2;NA;NA;NA;NA;5271
30;10365;Start Investigation;02-03-2008;02-03-2008;Assistant 7;NA;NA;NA;NA;5272
30;10366;Appoint Lawyer;11-03-2008;11-03-2008;Manager 2;NA;NA;NA;NA;5273
30;10367;Appoint Expert;11-03-2008;11-03-2008;Manager 2;NA;NA;NA;NA;5274
30;10368;Receive Conclusion Expert;31-03-2008;31-03-2008;Assistant 7;NA;NA;NA;NA;5275
30;10369;Receive Conclusion Lawyer;10-04-2008;10-04-2008;Assistant 7;NA;NA;NA;NA;5276
30;10370;Pay Back Decision;20-04-2008;21-04-2008;Manager 2;NA;NA;NA;NA;5277
30;10371;Pay Claim;05-06-2008;05-06-2008;Assistant 7;NA;NA;NA;NA;5278
31;10372;Accident;31-01-2008;31-01-2008;Client x;NA;NA;NA;NA;5279
31;10373;File Claim;08-02-2008;08-02-2008;Client x;NA;Car;690;Agent D;5280
31;10374;Check Contract;11-02-2008;12-02-2008;Assistant 7;OK;NA;NA;NA;5281
31;10375;Franchise?;12-02-2008;12-02-2008;Assistant 7;By client;NA;NA;NA;5282
31;10376;Covered?;14-02-2008;14-02-2008;Assistant 7;OK;NA;NA;NA;5283
31;10377;Acceptance Decision;19-02-2008;19-02-2008;Manager 2;NA;NA;NA;NA;5284
31;10378;Start Investigation;03-03-2008;03-03-2008;Assistant 7;NA;NA;NA;NA;5285
31;10379;Appoint Lawyer;12-03-2008;12-03-2008;Manager 2;NA;NA;NA;NA;5286
31;10380;Appoint Expert;12-03-2008;12-03-2008;Manager 2;NA;NA;NA;NA;5287
31;10381;Receive Conclusion Expert;01-04-2008;01-04-2008;Assistant 7;NA;NA;NA;NA;5288
31;10382;Receive Conclusion Lawyer;11-04-2008;11-04-2008;Assistant 7;NA;NA;NA;NA;5289
31;10383;Pay Back Decision;21-04-2008;22-04-2008;Manager 2;NA;NA;NA;NA;5290
31;10384;Pay Claim;06-06-2008;06-06-2008;Assistant 7;NA;NA;NA;NA;5291
32;10385;Accident;01-02-2008;01-02-2008;Client x;NA;NA;NA;NA;5292
32;10386;File Claim;09-02-2008;09-02-2008;Client x;NA;Health;900;Agent H;5293
32;10387;Check Contract;12-02-2008;13-02-2008;Assistant 7;OK;NA;NA;NA;5294
32;10388;Franchise?;13-02-2008;13-02-2008;Assistant 7;By client;NA;NA;NA;5295
32;10389;Covered?;15-02-2008;15-02-2008;Assistant 7;OK;NA;NA;NA;5296
32;10390;Acceptance Decision;20-02-2008;20-02-2008;Manager 2;NA;NA;NA;NA;5297
32;10391;Start Investigation;04-03-2008;04-03-2008;Assistant 7;NA;NA;NA;NA;5298
32;10392;Appoint Lawyer;13-03-2008;13-03-2008;Manager 2;NA;NA;NA;NA;5299
32;10393;Appoint Expert;13-03-2008;13-03-2008;Manager 2;NA;NA;NA;NA;5300
32;10394;Receive Conclusion Expert;02-04-2008;02-04-2008;Assistant 7;NA;NA;NA;NA;5301
32;10395;Receive Conclusion Lawyer;12-04-2008;12-04-2008;Assistant 7;NA;NA;NA;NA;5302
32;10396;Pay Back Decision;22-04-2008;23-04-2008;Manager 2;NA;NA;NA;NA;5303
32;10397;Pay Claim;07-06-2008;07-06-2008;Assistant 7;NA;NA;NA;NA;5304
33;10398;Accident;02-02-2008;02-02-2008;Client x;NA;NA;NA;NA;5305
33;10399;File Claim;10-02-2008;10-02-2008;Client x;NA;Car;695;Agent E;5306
33;10400;Check Contract;13-02-2008;14-02-2008;Assistant 7;OK;NA;NA;NA;5307
33;10401;Franchise?;14-02-2008;14-02-2008;Assistant 7;By client;NA;NA;NA;5308
33;10402;Covered?;16-02-2008;16-02-2008;Assistant 7;OK;NA;NA;NA;5309
33;10403;Acceptance Decision;21-02-2008;21-02-2008;Manager 2;NA;NA;NA;NA;5310
33;10404;Start Investigation;05-03-2008;05-03-2008;Assistant 7;NA;NA;NA;NA;5311
33;10405;Appoint Lawyer;14-03-2008;14-03-2008;Manager 2;NA;NA;NA;NA;5312
33;10406;Appoint Expert;14-03-2008;14-03-2008;Manager 2;NA;NA;NA;NA;5313
33;10407;Receive Conclusion Expert;03-04-2008;03-04-2008;Assistant 7;NA;NA;NA;NA;5314
33;10408;Receive Conclusion Lawyer;13-04-2008;13-04-2008;Assistant 7;NA;NA;NA;NA;5315
33;10409;Pay Back Decision;23-04-2008;24-04-2008;Manager 2;NA;NA;NA;NA;5316
33;10410;Pay Claim;08-06-2008;08-06-2008;Assistant 7;NA;NA;NA;NA;5317
34;10411;Accident;03-02-2008;03-02-2008;Client x;NA;NA;NA;NA;5318
34;10412;File Claim;11-02-2008;11-02-2008;Client x;NA;Car;700;Agent F;5319
34;10413;Check Contract;14-02-2008;15-02-2008;Assistant 7;OK;NA;NA;NA;5320
34;10414;Franchise?;15-02-2008;15-02-2008;Assistant 7;By client;NA;NA;NA;5321
34;10415;Covered?;17-02-2008;17-02-2008;Assistant 7;OK;NA;NA;NA;5322
34;10416;Acceptance Decision;22-02-2008;22-02-2008;Manager 2;NA;NA;NA;NA;5323
34;10417;Start Investigation;06-03-2008;06-03-2008;Assistant 7;NA;NA;NA;NA;5324
34;10418;Appoint Lawyer;15-03-2008;15-03-2008;Manager 2;NA;NA;NA;NA;5325
34;10419;Appoint Expert;15-03-2008;15-03-2008;Manager 2;NA;NA;NA;NA;5326
34;10420;Receive Conclusion Expert;04-04-2008;04-04-2008;Assistant 7;NA;NA;NA;NA;5327
34;10421;Receive Conclusion Lawyer;14-04-2008;14-04-2008;Assistant 7;NA;NA;NA;NA;5328
34;10422;Pay Back Decision;24-04-2008;25-04-2008;Manager 2;NA;NA;NA;NA;5329
34;10423;No Refund;05-05-2008;06-05-2008;Manager 2;NA;NA;NA;NA;5330
35;10424;Accident;04-02-2008;04-02-2008;Client x;NA;NA;NA;NA;5331
35;10425;File Claim;12-02-2008;12-02-2008;Client x;NA;Health;950;Agent H;5332
35;10426;Check Contract;15-02-2008;16-02-2008;Assistant 7;OK;NA;NA;NA;5333
35;10427;Franchise?;16-02-2008;16-02-2008;Assistant 7;By client;NA;NA;NA;5334
35;10428;Covered?;18-02-2008;18-02-2008;Assistant 7;OK;NA;NA;NA;5335
35;10429;Acceptance Decision;23-02-2008;23-02-2008;Manager 2;NA;NA;NA;NA;5336
35;10430;Start Investigation;07-03-2008;07-03-2008;Assistant 7;NA;NA;NA;NA;5337
35;10431;Appoint Lawyer;16-03-2008;16-03-2008;Manager 2;NA;NA;NA;NA;5338
35;10432;Appoint Expert;16-03-2008;16-03-2008;Manager 2;NA;NA;NA;NA;5339
35;10433;Receive Conclusion Expert;05-04-2008;05-04-2008;Assistant 7;NA;NA;NA;NA;5340
35;10434;Receive Conclusion Lawyer;15-04-2008;15-04-2008;Assistant 7;NA;NA;NA;NA;5341
35;10435;Pay Back Decision;25-04-2008;26-04-2008;Manager 2;NA;NA;NA;NA;5342
35;10436;Pay Claim;10-06-2008;10-06-2008;Assistant 7;NA;NA;NA;NA;5343
36;10437;Accident;05-02-2008;05-02-2008;Client x;NA;NA;NA;NA;5344
36;10438;File Claim;13-02-2008;13-02-2008;Client x;NA;Car;705;Agent G;5345
36;10439;Check Contract;16-02-2008;17-02-2008;Assistant 7;OK;NA;NA;NA;5346
36;10440;Franchise?;17-02-2008;17-02-2008;Assistant 7;By client;NA;NA;NA;5347
36;10441;Covered?;19-02-2008;19-02-2008;Assistant 7;OK;NA;NA;NA;5348
36;10442;Acceptance Decision;24-02-2008;24-02-2008;Manager 2;NA;NA;NA;NA;5349
36;10443;Start Investigation;08-03-2008;08-03-2008;Assistant 7;NA;NA;NA;NA;5350
36;10444;Appoint Lawyer;17-03-2008;17-03-2008;Manager 2;NA;NA;NA;NA;5351
36;10445;Appoint Expert;17-03-2008;17-03-2008;Manager 2;NA;NA;NA;NA;5352
36;10446;Receive Conclusion Expert;06-04-2008;06-04-2008;Assistant 7;NA;NA;NA;NA;5353
36;10447;Receive Conclusion Lawyer;16-04-2008;16-04-2008;Assistant 7;NA;NA;NA;NA;5354
36;10448;Pay Back Decision;26-04-2008;27-04-2008;Manager 2;NA;NA;NA;NA;5355
36;10449;Pay Claim;11-06-2008;11-06-2008;Assistant 7;NA;NA;NA;NA;5356
37;10450;Accident;06-02-2008;06-02-2008;Client x;NA;NA;NA;NA;5357
37;10451;File Claim;14-02-2008;14-02-2008;Client x;NA;Car;710;Agent H;5358
37;10452;Check Contract;17-02-2008;18-02-2008;Assistant 7;OK;NA;NA;NA;5359
37;10453;Franchise?;18-02-2008;18-02-2008;Assistant 7;By client;NA;NA;NA;5360
37;10454;Covered?;20-02-2008;20-02-2008;Assistant 7;OK;NA;NA;NA;5361
37;10455;Acceptance Decision;25-02-2008;25-02-2008;Manager 2;NA;NA;NA;NA;5362
37;10456;Start Investigation;09-03-2008;09-03-2008;Assistant 7;NA;NA;NA;NA;5363
37;10457;Appoint Lawyer;18-03-2008;18-03-2008;Manager 2;NA;NA;NA;NA;5364
37;10458;Appoint Expert;18-03-2008;18-03-2008;Manager 2;NA;NA;NA;NA;5365
37;10459;Receive Conclusion Expert;07-04-2008;07-04-2008;Assistant 7;NA;NA;NA;NA;5366
37;10460;Receive Conclusion Lawyer;17-04-2008;17-04-2008;Assistant 7;NA;NA;NA;NA;5367
37;10461;Pay Back Decision;27-04-2008;28-04-2008;Manager 2;NA;NA;NA;NA;5368
37;10462;Pay Claim;12-06-2008;12-06-2008;Assistant 7;NA;NA;NA;NA;5369
38;10463;Accident;07-02-2008;07-02-2008;Client x;NA;NA;NA;NA;5370
38;10464;File Claim;15-02-2008;15-02-2008;Client x;NA;House;1100;Agent B;5371
38;10465;Check Contract;18-02-2008;19-02-2008;Assistant 7;OK;NA;NA;NA;5372
38;10466;Franchise?;19-02-2008;19-02-2008;Assistant 7;By client;NA;NA;NA;5373
38;10467;Covered?;21-02-2008;21-02-2008;Assistant 7;OK;NA;NA;NA;5374
38;10468;Acceptance Decision;26-02-2008;26-02-2008;Manager 2;NA;NA;NA;NA;5375
38;10469;Start Investigation;10-03-2008;10-03-2008;Assistant 7;NA;NA;NA;NA;5376
38;10470;Appoint Lawyer;19-03-2008;19-03-2008;Manager 2;NA;NA;NA;NA;5377
38;10471;Appoint Expert;19-03-2008;19-03-2008;Manager 2;NA;NA;NA;NA;5378
38;10472;Receive Conclusion Expert;08-04-2008;08-04-2008;Assistant 7;NA;NA;NA;NA;5379
38;10473;Receive Conclusion Lawyer;18-04-2008;18-04-2008;Assistant 7;NA;NA;NA;NA;5380
38;10474;Pay Back Decision;28-04-2008;29-04-2008;Manager 2;NA;NA;NA;NA;5381
38;10475;Pay Claim;13-06-2008;13-06-2008;Assistant 7;NA;NA;NA;NA;5382
39;10476;Accident;08-02-2008;08-02-2008;Client x;NA;NA;NA;NA;5383
39;10477;File Claim;16-02-2008;16-02-2008;Client x;NA;Car;715;Agent H;5384
39;10478;Check Contract;19-02-2008;20-02-2008;Assistant 7;OK;NA;NA;NA;5385
39;10479;Franchise?;20-02-2008;20-02-2008;Assistant 7;By client;NA;NA;NA;5386
39;10480;Covered?;22-02-2008;22-02-2008;Assistant 7;OK;NA;NA;NA;5387
39;10481;Acceptance Decision;27-02-2008;27-02-2008;Manager 2;NA;NA;NA;NA;5388
39;10482;Start Investigation;11-03-2008;11-03-2008;Assistant 7;NA;NA;NA;NA;5389
39;10483;Appoint Lawyer;20-03-2008;20-03-2008;Manager 2;NA;NA;NA;NA;5390
39;10484;Appoint Expert;20-03-2008;20-03-2008;Manager 2;NA;NA;NA;NA;5391
39;10485;Receive Conclusion Expert;09-04-2008;09-04-2008;Assistant 7;NA;NA;NA;NA;5392
39;10486;Receive Conclusion Lawyer;19-04-2008;19-04-2008;Assistant 7;NA;NA;NA;NA;5393
39;10487;Pay Back Decision;29-04-2008;30-04-2008;Manager 2;NA;NA;NA;NA;5394
39;10488;Pay Claim;14-06-2008;14-06-2008;Assistant 7;NA;NA;NA;NA;5395
40;10489;Accident;09-02-2008;09-02-2008;Client x;NA;NA;NA;NA;5396
40;10490;File Claim;17-02-2008;17-02-2008;Client x;NA;Health;1000;Agent H;5397
40;10491;Check Contract;20-02-2008;21-02-2008;Assistant 7;OK;NA;NA;NA;5398
40;10492;Franchise?;21-02-2008;21-02-2008;Assistant 7;By client;NA;NA;NA;5399
40;10493;Covered?;23-02-2008;23-02-2008;Assistant 7;OK;NA;NA;NA;5400
40;10494;Acceptance Decision;28-02-2008;28-02-2008;Manager 2;NA;NA;NA;NA;5401
40;10495;Start Investigation;12-03-2008;12-03-2008;Assistant 7;NA;NA;NA;NA;5402
40;10496;Appoint Lawyer;21-03-2008;21-03-2008;Manager 2;NA;NA;NA;NA;5403
40;10497;Appoint Expert;21-03-2008;21-03-2008;Manager 2;NA;NA;NA;NA;5404
40;10498;Receive Conclusion Expert;10-04-2008;10-04-2008;Assistant 7;NA;NA;NA;NA;5405
40;10499;Receive Conclusion Lawyer;20-04-2008;20-04-2008;Assistant 7;NA;NA;NA;NA;5406
40;10500;Pay Back Decision;30-04-2008;01-05-2008;Manager 2;NA;NA;NA;NA;5407
40;10501;Pay Claim;15-06-2008;15-06-2008;Assistant 7;NA;NA;NA;NA;5408
41;10502;Accident;10-02-2008;10-02-2008;Client x;NA;NA;NA;NA;5409
41;10503;File Claim;18-02-2008;18-02-2008;Client x;NA;Car;720;Agent H;5410
41;10504;Check Contract;21-02-2008;22-02-2008;Assistant 8;OK;NA;NA;NA;5411
41;10505;Franchise?;22-02-2008;22-02-2008;Assistant 8;By client;NA;NA;NA;5412
41;10506;Covered?;24-02-2008;24-02-2008;Assistant 8;OK;NA;NA;NA;5413
41;10507;Acceptance Decision;01-03-2008;01-03-2008;Manager 2;NA;NA;NA;NA;5414
41;10508;Start Investigation;13-03-2008;13-03-2008;Assistant 8;NA;NA;NA;NA;5415
41;10509;Appoint Lawyer;22-03-2008;22-03-2008;Manager 2;NA;NA;NA;NA;5416
41;10510;Appoint Expert;22-03-2008;22-03-2008;Manager 2;NA;NA;NA;NA;5417
41;10511;Receive Conclusion Expert;11-04-2008;11-04-2008;Assistant 8;NA;NA;NA;NA;5418
41;10512;Receive Conclusion Lawyer;21-04-2008;21-04-2008;Assistant 8;NA;NA;NA;NA;5419
41;10513;Pay Back Decision;01-05-2008;02-05-2008;Manager 2;NA;NA;NA;NA;5420
41;10514;Pay Claim;16-06-2008;16-06-2008;Assistant 8;NA;NA;NA;NA;5421
42;10515;Accident;11-02-2008;11-02-2008;Client x;NA;NA;NA;NA;5422
42;10516;File Claim;19-02-2008;19-02-2008;Client x;NA;Car;725;Agent H;5423
42;10517;Check Contract;22-02-2008;23-02-2008;Assistant 8;OK;NA;NA;NA;5424
42;10518;Franchise?;23-02-2008;23-02-2008;Assistant 8;By client;NA;NA;NA;5425
42;10519;Covered?;25-02-2008;25-02-2008;Assistant 8;OK;NA;NA;NA;5426
42;10520;Acceptance Decision;02-03-2008;02-03-2008;Manager 2;NA;NA;NA;NA;5427
42;10521;Start Investigation;14-03-2008;14-03-2008;Assistant 8;NA;NA;NA;NA;5428
42;10522;Appoint Lawyer;23-03-2008;23-03-2008;Manager 2;NA;NA;NA;NA;5429
42;10523;Appoint Expert;23-03-2008;23-03-2008;Manager 2;NA;NA;NA;NA;5430
42;10524;Receive Conclusion Expert;12-04-2008;12-04-2008;Assistant 8;NA;NA;NA;NA;5431
42;10525;Receive Conclusion Lawyer;22-04-2008;22-04-2008;Assistant 8;NA;NA;NA;NA;5432
42;10526;Pay Back Decision;02-05-2008;03-05-2008;Manager 2;NA;NA;NA;NA;5433
42;10527;Pay Claim;17-06-2008;17-06-2008;Assistant 8;NA;NA;NA;NA;5434
43;10528;Accident;12-02-2008;12-02-2008;Client x;NA;NA;NA;NA;5435
43;10529;File Claim;20-02-2008;20-02-2008;Client x;NA;House;1250;Agent C;5436
43;10530;Check Contract;23-02-2008;24-02-2008;Assistant 8;OK;NA;NA;NA;5437
43;10531;Franchise?;24-02-2008;24-02-2008;Assistant 8;By client;NA;NA;NA;5438
43;10532;Covered?;26-02-2008;26-02-2008;Assistant 8;OK;NA;NA;NA;5439
43;10533;Acceptance Decision;03-03-2008;03-03-2008;Manager 2;NA;NA;NA;NA;5440
43;10534;Start Investigation;15-03-2008;15-03-2008;Assistant 8;NA;NA;NA;NA;5441
43;10535;Appoint Lawyer;24-03-2008;24-03-2008;Manager 2;NA;NA;NA;NA;5442
43;10536;Appoint Expert;24-03-2008;24-03-2008;Manager 2;NA;NA;NA;NA;5443
43;10537;Receive Conclusion Expert;13-04-2008;13-04-2008;Assistant 8;NA;NA;NA;NA;5444
43;10538;Receive Conclusion Lawyer;23-04-2008;23-04-2008;Assistant 8;NA;NA;NA;NA;5445
43;10539;Pay Back Decision;03-05-2008;04-05-2008;Manager 2;NA;NA;NA;NA;5446
43;10540;Pay Claim;18-06-2008;18-06-2008;Assistant 8;NA;NA;NA;NA;5447
44;10541;Accident;13-02-2008;13-02-2008;Client x;NA;NA;NA;NA;5448
44;10542;File Claim;21-02-2008;21-02-2008;Client x;NA;Car;730;Agent I;5449
44;10543;Check Contract;24-02-2008;25-02-2008;Assistant 8;OK;NA;NA;NA;5450
44;10544;Franchise?;25-02-2008;25-02-2008;Assistant 8;By client;NA;NA;NA;5451
44;10545;Covered?;27-02-2008;27-02-2008;Assistant 8;OK;NA;NA;NA;5452
44;10546;Acceptance Decision;04-03-2008;04-03-2008;Manager 2;NA;NA;NA;NA;5453
44;10547;Start Investigation;16-03-2008;16-03-2008;Assistant 8;NA;NA;NA;NA;5454
44;10548;Appoint Lawyer;25-03-2008;25-03-2008;Manager 2;NA;NA;NA;NA;5455
44;10549;Appoint Expert;25-03-2008;25-03-2008;Manager 2;NA;NA;NA;NA;5456
44;10550;Receive Conclusion Expert;14-04-2008;14-04-2008;Assistant 8;NA;NA;NA;NA;5457
44;10551;Receive Conclusion Lawyer;24-04-2008;24-04-2008;Assistant 8;NA;NA;NA;NA;5458
44;10552;Pay Back Decision;04-05-2008;05-05-2008;Manager 2;NA;NA;NA;NA;5459
44;10553;Pay Claim;19-06-2008;19-06-2008;Assistant 8;NA;NA;NA;NA;5460
45;10554;Accident;14-02-2008;14-02-2008;Client x;NA;NA;NA;NA;5461
45;10555;File Claim;22-02-2008;22-02-2008;Client x;NA;Health;1050;Agent I;5462
45;10556;Check Contract;25-02-2008;26-02-2008;Assistant 8;OK;NA;NA;NA;5463
45;10557;Franchise?;26-02-2008;26-02-2008;Assistant 8;By client;NA;NA;NA;5464
45;10558;Covered?;28-02-2008;28-02-2008;Assistant 8;OK;NA;NA;NA;5465
45;10559;Acceptance Decision;05-03-2008;05-03-2008;Manager 2;NA;NA;NA;NA;5466
45;10560;Start Investigation;17-03-2008;17-03-2008;Assistant 8;NA;NA;NA;NA;5467
45;10561;Appoint Lawyer;26-03-2008;26-03-2008;Manager 2;NA;NA;NA;NA;5468
45;10562;Appoint Expert;26-03-2008;26-03-2008;Manager 2;NA;NA;NA;NA;5469
45;10563;Receive Conclusion Expert;15-04-2008;15-04-2008;Assistant 8;NA;NA;NA;NA;5470
45;10564;Receive Conclusion Lawyer;25-04-2008;25-04-2008;Assistant 8;NA;NA;NA;NA;5471
45;10565;Pay Back Decision;05-05-2008;06-05-2008;Manager 2;NA;NA;NA;NA;5472
45;10566;Pay Claim;20-06-2008;20-06-2008;Assistant 8;NA;NA;NA;NA;5473
46;10567;Accident;15-02-2008;15-02-2008;Client x;NA;NA;NA;NA;5474
46;10568;File Claim;23-02-2008;23-02-2008;Client x;NA;Car;735;Agent D;5475
46;10569;Check Contract;26-02-2008;27-02-2008;Assistant 8;OK;NA;NA;NA;5476
46;10570;Franchise?;27-02-2008;27-02-2008;Assistant 8;By client;NA;NA;NA;5477
46;10571;Covered?;01-03-2008;01-03-2008;Assistant 8;OK;NA;NA;NA;5478
46;10572;Acceptance Decision;06-03-2008;06-03-2008;Manager 2;NA;NA;NA;NA;5479
46;10573;Start Investigation;18-03-2008;18-03-2008;Assistant 8;NA;NA;NA;NA;5480
46;10574;Appoint Lawyer;27-03-2008;27-03-2008;Manager 2;NA;NA;NA;NA;5481
46;10575;Appoint Expert;27-03-2008;27-03-2008;Manager 2;NA;NA;NA;NA;5482
46;10576;Receive Conclusion Expert;16-04-2008;16-04-2008;Assistant 8;NA;NA;NA;NA;5483
46;10577;Receive Conclusion Lawyer;26-04-2008;26-04-2008;Assistant 8;NA;NA;NA;NA;5484
46;10578;Pay Back Decision;06-05-2008;07-05-2008;Manager 2;NA;NA;NA;NA;5485
46;10579;Pay Claim;21-06-2008;21-06-2008;Assistant 8;NA;NA;NA;NA;5486
